lon,lat
26.3637,51.7183
26.37,51.7149
26.3638,51.7187
26.3709,51.719
26.374,51.7251
26.3876,51.7233
26.3497,51.7101
26.2828,51.5183
26.2866,51.5276
26.2887,51.5252
26.2726,51.5261
26.2934,51.5026
26.2957,51.5091
26.3035,51.5036
26.3084,51.5012
26.3245,51.4989
26.3191,51.4986
26.323,51.4944
26.3063,51.4934
26.369,51.4985
26.3592,51.5018
26.3639,51.4984
26.3591,51.506
26.3664,51.5049
26.3754,51.5053
26.375,51.4944
26.3639,51.488
26.3406,51.5078
26.3747,51.5316
26.3802,51.5316
26.3854,51.5318
26.3916,51.5249
26.3807,51.5386
26.391,51.5417
26.3864,51.5348
26.393,51.5349
26.3912,51.5382
26.385,51.5482
26.3909,51.5482
26.4022,51.5484
26.4179,51.5317
26.4293,51.5316
26.4346,51.5315
26.2011,51.438
26.1846,51.445
26.2061,51.4451
26.2013,51.4382
26.2062,51.4449
26.1807,51.4263
26.1768,51.4248
26.1763,51.423
26.1706,51.4233
26.174,51.423
26.1775,51.4208
26.1741,51.4193
26.1639,51.4185
26.181,51.4112
26.1847,51.4111
26.1856,51.4022
26.1905,51.3968
26.1958,51.3979
26.2045,51.4007
26.2226,51.4079
26.1923,51.3797
26.1873,51.3804
26.1936,51.3757
26.1933,51.3729
26.1844,51.3711
26.19,51.3698
26.1735,51.3751
26.1685,51.3765
26.1632,51.366
26.1294,51.2914
26.1298,51.2953
26.1265,51.2973
26.1295,51.2918
26.1402,51.2877
26.1458,51.2879
26.1422,51.2916
26.1415,51.2671
26.1414,51.2701
26.1491,51.2693
26.1469,51.2724
26.1382,51.2721
26.1557,51.2583
26.1565,51.255
26.1538,51.2539
26.1627,51.2549
26.1598,51.2478
26.1608,51.2445
26.152,51.235
26.8691,51.2948
26.8847,51.3281
26.8902,51.3283
26.8837,51.3243
26.8967,51.335
26.8959,51.3313
26.9012,51.3515
26.912,51.3548
26.9123,51.3515
26.9071,51.3478
26.912,51.3479
26.9068,51.3442
26.9128,51.3438
26.9178,51.3445
26.9129,51.3426
26.916,51.3434
26.95,51.385
26.9552,51.3984
26.9616,51.3978
26.961,51.4054
26.9612,51.3982
26.9677,51.398
26.9673,51.3979
26.9648,51.4266
26.9678,51.4316
27.0072,51.4395
27.0083,51.4336
27.0177,51.4444
27.0148,51.4518
27.0099,51.4601
27.0187,51.4635
27.102190000000252,51.625538100000455
26.282260000000178,51.515509500000533
26.466880000000195,51.528846300000524
27.123910000000254,51.572190900000493
26.895850000000234,51.292118100000692
26.200810000000171,51.372138900000635
27.134770000000255,51.635540700000448
27.050983296593479,51.484437481399361
27.050983296593479,51.517366167973101
27.205360000000262,51.628872300000452
26.499460000000198,51.528846300000524
27.037030000000247,51.50399220000002
26.456020000000194,51.525512100000526
26.461450000000195,51.485501700000555
26.314840000000181,51.462162300000571
